	110D2W115D_R1_filtered.fastq.gz	110D2W115R_R1_filtered.fastq.gz	110D2W415D_R1_filtered.fastq.gz	110D2W415R_R1_filtered.fastq.gz	110D2W515D_R1_filtered.fastq.gz	110D2W515R_R1_filtered.fastq.gz	110D2W615D_R1_filtered.fastq.gz	110D2W615R_R1_filtered.fastq.gz	110D2W715D_R1_filtered.fastq.gz	110D2W715R_R1_filtered.fastq.gz	110D2W815D_R1_filtered.fastq.gz	110D2W815R_R1_filtered.fastq.gz	110D2W915D_R1_filtered.fastq.gz	110D2W915R_R1_filtered.fastq.gz	110M2W115D_R1_filtered.fastq.gz	110M2W115R_R1_filtered.fastq.gz	110M2W415D_R1_filtered.fastq.gz	110M2W415R_R1_filtered.fastq.gz	110M2W515D_R1_filtered.fastq.gz	110M2W515R_R1_filtered.fastq.gz	110M2W615C_R1_filtered.fastq.gz	110M2W615D_R1_filtered.fastq.gz	110M2W615R_R1_filtered.fastq.gz	110M2W715D_R1_filtered.fastq.gz	110M2W715R_R1_filtered.fastq.gz	110M2W815C_R1_filtered.fastq.gz	110M2W815D_R1_filtered.fastq.gz	110M2W815R_R1_filtered.fastq.gz	110M2W915C_R1_filtered.fastq.gz	110M2W915D_R1_filtered.fastq.gz	110M2W915R_R1_filtered.fastq.gz	110S2W115D_R1_filtered.fastq.gz	110S2W115R_R1_filtered.fastq.gz	110S2W415D_R1_filtered.fastq.gz	110S2W415R_R1_filtered.fastq.gz	110S2W515D_R1_filtered.fastq.gz	110S2W515R_R1_filtered.fastq.gz	110S2W615D_R1_filtered.fastq.gz	110S2W615R_R1_filtered.fastq.gz	110S2W715D_R1_filtered.fastq.gz	110S2W715R_R1_filtered.fastq.gz	110S2W815D_R1_filtered.fastq.gz	110S2W815R_R1_filtered.fastq.gz	110S2W915D_R1_filtered.fastq.gz	110S2W915R_R1_filtered.fastq.gz	EXTRACONT_R1_filtered.fastq.gz	M15S2W115D_R1_filtered.fastq.gz	M15S2W115R_R1_filtered.fastq.gz	M15S2W415D_R1_filtered.fastq.gz	M15S2W415R_R1_filtered.fastq.gz	M15S2W515D_R1_filtered.fastq.gz	M15S2W515R_R1_filtered.fastq.gz	M15S2W615C_R1_filtered.fastq.gz	M15S2W615D_R1_filtered.fastq.gz	M15S2W615R_R1_filtered.fastq.gz	M15S2W715C_R1_filtered.fastq.gz	M15S2W715D_R1_filtered.fastq.gz	M15S2W715R_R1_filtered.fastq.gz	M15S2W815D_R1_filtered.fastq.gz	M15S2W815R_R1_filtered.fastq.gz	M15S2W915D_R1_filtered.fastq.gz	M15S2W915R_R1_filtered.fastq.gz	M45D2W115D_R1_filtered.fastq.gz	M45D2W115R_R1_filtered.fastq.gz	M45D2W415D_R1_filtered.fastq.gz	M45D2W415R_R1_filtered.fastq.gz	M45D2W515D_R1_filtered.fastq.gz	M45D2W515R_R1_filtered.fastq.gz	M45D2W615D_R1_filtered.fastq.gz	M45D2W615R_R1_filtered.fastq.gz	M45D2W715C_R1_filtered.fastq.gz	M45D2W715D_R1_filtered.fastq.gz	M45D2W715R_R1_filtered.fastq.gz	M45D2W815D_R1_filtered.fastq.gz	M45D2W815R_R1_filtered.fastq.gz	M45D2W915C_R1_filtered.fastq.gz	M45D2W915D_R1_filtered.fastq.gz	M45D2W915R_R1_filtered.fastq.gz	M45S2W115D_R1_filtered.fastq.gz	M45S2W115R_R1_filtered.fastq.gz	M45S2W415D_R1_filtered.fastq.gz	M45S2W415R_R1_filtered.fastq.gz	M45S2W515D_R1_filtered.fastq.gz	M45S2W515R_R1_filtered.fastq.gz	M45S2W615C_R1_filtered.fastq.gz	M45S2W615D_R1_filtered.fastq.gz	M45S2W615R_R1_filtered.fastq.gz	M45S2W715D_R1_filtered.fastq.gz	M45S2W715R_R1_filtered.fastq.gz	M45S2W815D_R1_filtered.fastq.gz	M45S2W815R_R1_filtered.fastq.gz	M45S2W915D_R1_filtered.fastq.gz	M45S2W915R_R1_filtered.fastq.gz	MILIQW115_R1_filtered.fastq.gz	MILIQW515_R1_filtered.fastq.gz	MILIQW615_R1_filtered.fastq.gz	MILIQW715_R1_filtered.fastq.gz	MILIQW815_R1_filtered.fastq.gz	MLBD2W115C_R1_filtered.fastq.gz	MLBD2W115D_R1_filtered.fastq.gz	MLBD2W115R_R1_filtered.fastq.gz	MLBD2W415D_R1_filtered.fastq.gz	MLBD2W415R_R1_filtered.fastq.gz	MLBD2W515D_R1_filtered.fastq.gz	MLBD2W515R_R1_filtered.fastq.gz	MLBD2W715D_R1_filtered.fastq.gz	MLBD2W715R_R1_filtered.fastq.gz	MLBD2W815D_R1_filtered.fastq.gz	MLBD2W815R_R1_filtered.fastq.gz	MLBD2W915D_R1_filtered.fastq.gz	MLBD2W915R_R1_filtered.fastq.gz	MLBD4W615C_R1_filtered.fastq.gz	MLBD4W615D_R1_filtered.fastq.gz	MLBD4W615R_R1_filtered.fastq.gz	MLBS2W115D_R1_filtered.fastq.gz	MLBS2W115R_R1_filtered.fastq.gz	MLBS2W415C_R1_filtered.fastq.gz	MLBS2W415D_R1_filtered.fastq.gz	MLBS2W415R_R1_filtered.fastq.gz	MLBS2W515D_R1_filtered.fastq.gz	MLBS2W515R_R1_filtered.fastq.gz	MLBS2W715D_R1_filtered.fastq.gz	MLBS2W715R_R1_filtered.fastq.gz	MLBS2W815C_R1_filtered.fastq.gz	MLBS2W815D_R1_filtered.fastq.gz	MLBS2W815R_R1_filtered.fastq.gz	MLBS2W915D_R1_filtered.fastq.gz	MLBS2W915R_R1_filtered.fastq.gz	MLBS4W615D_R1_filtered.fastq.gz	MLBS4W615R_R1_filtered.fastq.gz	mockA06222016_R1_filtered.fastq.gz	mockB06222016_R1_filtered.fastq.gz	mockC06222016_R1_filtered.fastq.gz	mockD06222016_R1_filtered.fastq.gz	PBSRINSE_R1_filtered.fastq.gz	waterA06222016_R1_filtered.fastq.gz	waterB06222016_R1_filtered.fastq.gz	waterC06222016_R1_filtered.fastq.gz	waterD06222016_R1_filtered.fastq.gz
ASV_607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	5	0	10	0	0	0	0	0	0	0	0	0	0	12	15	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	28	25	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_608	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	22	0	4	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	16	13	0	0	0	0	0	0	0	29	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	71	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_611	0	0	56	60	0	0	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	28	14	0	0	0	0	0	0	0	0	0	0	0	0	0	20	9	0	0	0	0	0	0	0	0	0	0	0	0	16	13	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	18	0	0	14	0	0	0	0	13	0	0	0	0	0	0	0	0	26	74	0	23	0	0	0	0	0	0	0	0	0	0	0
ASV_614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	38	0	0	0	15	17	0	0	0	6	16	0	0	0	0	0	6	39	0	0	26	10	22	0	12	0	0	0	0	0	0	0	0	0
ASV_615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	19	49	15	0	0	0	0	0	0	0	0	0	0	0	0	39	37	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	24	96	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	64	0	0	0	0	0	0	0	0	0	0	0
ASV_618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	14	0	11	0	0	0	0	0	0	0	0	0	21	0	9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
ASV_620	0	2	0	0	0	0	0	0	0	0	91	22	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	3	7	0	0	8	8	25	0	8	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	28	0	0	0	0	0	0	15	0	0	0	0	0	0	25	4	0	0	0	0	0	25	0	43	14	0	0	0	0	0	0	0	0	0
ASV_622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	22	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_623	26	179	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	63	0	0	0	0	0	0	0	0	0	0	0	0	0	44	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_625	0	0	0	5	11	0	0	0	16	0	17	18	0	30	0	0	0	0	0	6	0	0	0	26	19	0	23	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_626	0	0	0	0	48	0	0	0	0	0	13	0	0	0	0	0	0	0	46	0	0	12	0	5	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV_627	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	25	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	9	37	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	26	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	53	90	58	0	0	0	0	0
ASV_629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	20	51	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	18	64	0	0	0	0	0	0	0	0	0	0	0
ASV_630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	65	32	0	41	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	41	0	47	6	0	0	0	0	0	0	0	0	0	0	0	0	0	74	12	25	6	0	0	0	0	0	0	0	0	0	0	0
ASV_632	8	29	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	16	44	2	11	0	0	0	0	0	0	0	0	0	0	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_633	0	0	9	0	36	7	0	0	0	0	0	0	0	0	0	0	23	5	33	0	0	7	0	9	0	0	0	0	0	0	0	0	0	31	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	24	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	20	0	0	0	46	81	0	0	0	0	0	0	0	0	0
ASV_635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	28	42	0	26	54	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	10	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	19	0	0	0	0	0	0	33	0	0	0	0	0	0	29	0	15	0	0	0	0	0	0	54	5	0	0	0	0	0	0	0	0	0
ASV_637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	4	0	0	0	0	48	0	12	0	68	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	52	6	0	0	0	0	0	0	0	0	0	0	0
ASV_638	0	0	11	0	11	16	0	11	7	0	8	0	0	0	0	0	8	11	15	14	0	10	11	0	0	0	0	2	0	0	0	0	0	0	13	10	25	0	0	0	0	0	0	0	0	0	0	0	0	16	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	9	0	0	0	0	13	0	0	24	18	0	0	15	0	0	9	0	21	0	31	34	0	0	0	0	0	0	0	0	0
ASV_640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	38	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	33	68	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	24	33	0	0	0	0	0	0	0	0	0	0	0
ASV_642	0	3	0	0	0	0	0	7	0	14	14	15	7	29	0	0	0	4	0	3	0	0	19	2	0	0	0	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	8	0	0	0	0	13	0	0	0	3	11	0	0	0	0	0	0	17	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0
ASV_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	48	20	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	67	0	0	0	0	0	0	0	0	0	0	0
